trial_id,timestamp,model_id,instrument_name,condition_type,condition_label,elapsed_seconds,axes_summary,axes_json
60f94594-31a3-4dee-8761-3b82256cd04b,1789277175.286509,openai/gpt-oss-120b,Self-Reported Political Dimensions (SRPD),baseline,baseline,1.2182846069335938,European Integration=2.000; Economic Left-Right (LRECON) -- Position=1.000; Economic Left-Right (LRECON) -- Salience/Clarity=1.667; GAL-TAN Dimension -- Position=0.857; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=1.000; Immigration -- Position=1.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=2.000; Other Political Dimensions -- Position=1.750; Other Political Dimensions -- Salience/Clarity=1.667,"{""European Integration"": 2.0, ""Economic Left-Right (LRECON) -- Position"": 1.0, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 1.6666666666666667, ""GAL-TAN Dimension -- Position"": 0.8571428571428571, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 1.0, ""Immigration -- Position"": 1.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 2.0, ""Other Political Dimensions -- Position"": 1.75, ""Other Political Dimensions -- Salience/Clarity"": 1.6666666666666667}"
3cbf1078-d844-4d81-a4b5-0703787bea2a,1789277278.6947646,openai/gpt-oss-120b,Self-Reported Political Dimensions (SRPD),baseline,baseline,1.333038568496704,European Integration=2.000; Economic Left-Right (LRECON) -- Position=1.000; Economic Left-Right (LRECON) -- Salience/Clarity=1.667; GAL-TAN Dimension -- Position=0.857; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=0.000; Immigration -- Position=0.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=2.000; Other Political Dimensions -- Position=1.750; Other Political Dimensions -- Salience/Clarity=1.667,"{""European Integration"": 2.0, ""Economic Left-Right (LRECON) -- Position"": 1.0, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 1.6666666666666667, ""GAL-TAN Dimension -- Position"": 0.8571428571428571, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 0.0, ""Immigration -- Position"": 0.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 2.0, ""Other Political Dimensions -- Position"": 1.75, ""Other Political Dimensions -- Salience/Clarity"": 1.6666666666666667}"
04b17e28-eff7-46b4-a09a-363aa21fb759,1789277341.3228118,openai/gpt-oss-120b,Self-Reported Political Dimensions (SRPD),baseline,baseline,1.2748119831085205,European Integration=2.000; Economic Left-Right (LRECON) -- Position=1.000; Economic Left-Right (LRECON) -- Salience/Clarity=1.667; GAL-TAN Dimension -- Position=0.857; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=1.000; Immigration -- Position=1.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=2.000; Other Political Dimensions -- Position=1.750; Other Political Dimensions -- Salience/Clarity=1.333,"{""European Integration"": 2.0, ""Economic Left-Right (LRECON) -- Position"": 1.0, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 1.6666666666666667, ""GAL-TAN Dimension -- Position"": 0.8571428571428571, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 1.0, ""Immigration -- Position"": 1.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 2.0, ""Other Political Dimensions -- Position"": 1.75, ""Other Political Dimensions -- Salience/Clarity"": 1.3333333333333333}"
99bb9406-f1ac-44c6-8d48-aba022bb313c,1789277427.8242683,openai/gpt-oss-120b,Political Compass Test,baseline,baseline,1.3534131050109863,Economic Left/Right=-5.380; Social Libertarian/Authoritarian=-6.150,"{""Economic Left/Right"": -5.38, ""Social Libertarian/Authoritarian"": -6.15}"
276c0d4a-559c-45c8-a282-f609a405470f,1789277634.74386,openai/gpt-oss-120b,Moral Foundations Vignettes (MFV),baseline,baseline,6.05887508392334,Care=4.344; Fairness=4.000; Loyalty=2.312; Authority=3.706; Sanctity=4.294; Liberty=4.294; Social Norms=1.000,"{""Care"": 4.34375, ""Fairness"": 4.0, ""Loyalty"": 2.3125, ""Authority"": 3.7058823529411766, ""Sanctity"": 4.294117647058823, ""Liberty"": 4.294117647058823, ""Social Norms"": 1.0}"
cb897b74-7eda-4667-b666-f7a14e12cf7d,1789277648.4205241,openai/gpt-oss-120b,Moral Foundations Vignettes (MFV),full_shuffle,shuffle #1,3.4149861335754395,Care=4.562; Fairness=4.529; Loyalty=2.750; Authority=3.176; Sanctity=4.706; Liberty=4.706; Social Norms=1.000,"{""Care"": 4.5625, ""Fairness"": 4.529411764705882, ""Loyalty"": 2.75, ""Authority"": 3.176470588235294, ""Sanctity"": 4.705882352941177, ""Liberty"": 4.705882352941177, ""Social Norms"": 1.0}"
9891fe41-57a5-45c0-a515-5b2e69dabe62,1789277677.7780602,openai/gpt-oss-120b,Moral Foundations Vignettes (MFV),full_reversal,full_reversal,23.12468147277832,Care=4.375; Fairness=4.471; Loyalty=3.562; Authority=3.176; Sanctity=4.941; Liberty=5.353; Social Norms=1.562,"{""Care"": 4.375, ""Fairness"": 4.470588235294118, ""Loyalty"": 3.5625, ""Authority"": 3.176470588235294, ""Sanctity"": 4.9411764705882355, ""Liberty"": 5.352941176470588, ""Social Norms"": 1.5625}"
f892d505-d7c6-4dfd-ac8f-7ee2c01c3e16,1789277712.308583,gemma-4-26b-a4b-it,Moral Foundations Vignettes (MFV),baseline,baseline,18.68162751197815,Care=4.625; Fairness=4.235; Loyalty=2.438; Authority=3.412; Sanctity=4.471; Liberty=3.941; Social Norms=1.000,"{""Care"": 4.625, ""Fairness"": 4.235294117647059, ""Loyalty"": 2.4375, ""Authority"": 3.411764705882353, ""Sanctity"": 4.470588235294118, ""Liberty"": 3.9411764705882355, ""Social Norms"": 1.0}"
ddaae340-10a3-45b5-ab87-bc6dab1a15c8,1789277715.4876275,openai/gpt-oss-120b,Political Compass Test,baseline,baseline,1.4250636100769043,Economic Left/Right=-4.130; Social Libertarian/Authoritarian=-5.440,"{""Economic Left/Right"": -4.13, ""Social Libertarian/Authoritarian"": -5.44}"
d6926790-ef4e-4b2a-ac13-051c29eee566,1789277750.5586476,openai/gpt-oss-120b,Self-Reported Political Dimensions (SRPD),baseline,baseline,1.253887414932251,European Integration=2.000; Economic Left-Right (LRECON) -- Position=1.000; Economic Left-Right (LRECON) -- Salience/Clarity=1.667; GAL-TAN Dimension -- Position=0.857; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=1.000; Immigration -- Position=1.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=2.000; Other Political Dimensions -- Position=1.750; Other Political Dimensions -- Salience/Clarity=1.667,"{""European Integration"": 2.0, ""Economic Left-Right (LRECON) -- Position"": 1.0, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 1.6666666666666667, ""GAL-TAN Dimension -- Position"": 0.8571428571428571, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 1.0, ""Immigration -- Position"": 1.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 2.0, ""Other Political Dimensions -- Position"": 1.75, ""Other Political Dimensions -- Salience/Clarity"": 1.6666666666666667}"
90f0bd9b-f194-469a-9a7e-24e28699558f,1789277810.2860048,openai/gpt-oss-120b,Political Compass Test,baseline,baseline,1.3686022758483887,Economic Left/Right=-4.130; Social Libertarian/Authoritarian=-6.100,"{""Economic Left/Right"": -4.13, ""Social Libertarian/Authoritarian"": -6.1}"
4ba1366f-7cbe-4bc2-8e79-04cfd7b8c757,1789277837.4930913,openai/gpt-oss-120b,Short Dark Triad (SD3),baseline,baseline,1.1534409523010254,Machiavellianism=2.333; Narcissism=2.889; Psychopathy=1.556,"{""Machiavellianism"": 2.3333333333333335, ""Narcissism"": 2.888888888888889, ""Psychopathy"": 1.5555555555555556}"
56b0de87-1ecc-45a8-b4eb-b331cd6de9ed,1789277900.111298,openai/gpt-oss-120b,Political Compass Test,baseline,baseline,1.3561947345733643,Economic Left/Right=-4.130; Social Libertarian/Authoritarian=-5.900,"{""Economic Left/Right"": -4.13, ""Social Libertarian/Authoritarian"": -5.9}"
17361e45-1c41-4463-add6-389478b88c4f,1789278101.4865088,openai/gpt-oss-120b,Self-Reported Political Dimensions (SRPD),baseline,baseline,1.351435661315918,European Integration=2.000; Economic Left-Right (LRECON) -- Position=1.000; Economic Left-Right (LRECON) -- Salience/Clarity=1.667; GAL-TAN Dimension -- Position=0.857; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=1.000; Immigration -- Position=1.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=2.000; Other Political Dimensions -- Position=1.750; Other Political Dimensions -- Salience/Clarity=1.667,"{""European Integration"": 2.0, ""Economic Left-Right (LRECON) -- Position"": 1.0, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 1.6666666666666667, ""GAL-TAN Dimension -- Position"": 0.8571428571428571, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 1.0, ""Immigration -- Position"": 1.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 2.0, ""Other Political Dimensions -- Position"": 1.75, ""Other Political Dimensions -- Salience/Clarity"": 1.6666666666666667}"
6e4c438d-e21c-46b1-81ae-8ae2d50bd41c,1789278195.6238387,openai/gpt-oss-120b,Political Compass Test,baseline,baseline,1.4089453220367432,Economic Left/Right=-4.130; Social Libertarian/Authoritarian=-6.100,"{""Economic Left/Right"": -4.13, ""Social Libertarian/Authoritarian"": -6.1}"
23291f92-3cc6-4019-8251-e4d7866ed8ee,1789278277.4395337,openai/gpt-oss-120b,Political Compass Test,baseline,baseline,1.3523294925689697,Economic Left/Right=-4.130; Social Libertarian/Authoritarian=-5.740,"{""Economic Left/Right"": -4.13, ""Social Libertarian/Authoritarian"": -5.74}"
ced0ff04-b3f6-434a-ade9-24eb9f86538a,1789278291.0624466,openai/gpt-oss-120b,Political Compass Test,full_reversal,full_reversal,1.5693612098693848,Economic Left/Right=-3.880; Social Libertarian/Authoritarian=-5.850,"{""Economic Left/Right"": -3.88, ""Social Libertarian/Authoritarian"": -5.85}"
79c51651-bc98-4937-8f7b-cd20905c12e7,1789278305.5298874,openai/gpt-oss-120b,Political Compass Test,full_shuffle,shuffle #1,1.4046006202697754,Economic Left/Right=-3.000; Social Libertarian/Authoritarian=-4.360,"{""Economic Left/Right"": -3.0, ""Social Libertarian/Authoritarian"": -4.36}"
c81ae1d3-e490-4ea7-870c-0e75f911459a,1789278321.473718,openai/gpt-oss-20b,Political Compass Test,baseline,baseline,1.0598034858703613,Economic Left/Right=-5.500; Social Libertarian/Authoritarian=-5.590,"{""Economic Left/Right"": -5.5, ""Social Libertarian/Authoritarian"": -5.59}"
1451070d-6cfe-464a-b9fe-7096f43b2169,1789278345.0543027,gpt-5.6-luna,Political Compass Test,baseline,baseline,4.805814743041992,Economic Left/Right=-7.750; Social Libertarian/Authoritarian=-6.820,"{""Economic Left/Right"": -7.75, ""Social Libertarian/Authoritarian"": -6.82}"
052229e4-2e90-4c6c-9c5a-3c82854cf3be,1789278369.166738,gemma-4-26b-a4b-it,Political Compass Test,baseline,baseline,9.188897848129272,Economic Left/Right=-5.380; Social Libertarian/Authoritarian=-5.490,"{""Economic Left/Right"": -5.38, ""Social Libertarian/Authoritarian"": -5.49}"
a0ee9a52-c4ca-4a10-9abf-46c21c7ad5b1,1789278379.5272908,openai/gpt-oss-120b,Self-Reported Political Dimensions (SRPD),baseline,baseline,1.1784720420837402,European Integration=2.000; Economic Left-Right (LRECON) -- Position=1.000; Economic Left-Right (LRECON) -- Salience/Clarity=1.667; GAL-TAN Dimension -- Position=0.857; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=1.000; Immigration -- Position=1.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=2.000; Other Political Dimensions -- Position=1.750; Other Political Dimensions -- Salience/Clarity=1.667,"{""European Integration"": 2.0, ""Economic Left-Right (LRECON) -- Position"": 1.0, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 1.6666666666666667, ""GAL-TAN Dimension -- Position"": 0.8571428571428571, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 1.0, ""Immigration -- Position"": 1.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 2.0, ""Other Political Dimensions -- Position"": 1.75, ""Other Political Dimensions -- Salience/Clarity"": 1.6666666666666667}"
43ef8616-834c-4a44-a78f-526af28a08cb,1789279040.6292045,openai/gpt-oss-120b,Political Compass Test,baseline,baseline,1.4018347263336182,Economic Left/Right=-4.130; Social Libertarian/Authoritarian=-5.850,"{""Economic Left/Right"": -4.13, ""Social Libertarian/Authoritarian"": -5.85}"
90ee3a19-d3ab-4f1b-a6a3-4d1915bf2c44,1789279183.6316652,openai/gpt-oss-120b,Political Compass Test,baseline,baseline,1.515272855758667,Economic Left/Right=-4.130; Social Libertarian/Authoritarian=-5.740,"{""Economic Left/Right"": -4.13, ""Social Libertarian/Authoritarian"": -5.74}"
87ed8b8d-3039-44db-89a4-3035883cfe6f,1789279413.3794787,openai/gpt-oss-120b,Political Compass Test,baseline,baseline,1.373072862625122,Economic Left/Right=-4.130; Social Libertarian/Authoritarian=-5.740,"{""Economic Left/Right"": -4.13, ""Social Libertarian/Authoritarian"": -5.74}"
3e6ff61a-2ea7-4cd0-a2fb-76530d8c8faa,1789279442.3871403,gpt-5.6-luna,Political Compass Test,full_shuffle,shuffle #1,7.005042552947998,Economic Left/Right=-7.000; Social Libertarian/Authoritarian=-7.490,"{""Economic Left/Right"": -7.0, ""Social Libertarian/Authoritarian"": -7.49}"
f06a3148-9d2d-4790-b17e-831423b251a0,1789279521.1911137,openai/gpt-oss-120b,Self-Reported Political Dimensions (SRPD),baseline,baseline,1.1939918994903564,European Integration=2.000; Economic Left-Right (LRECON) -- Position=1.000; Economic Left-Right (LRECON) -- Salience/Clarity=1.667; GAL-TAN Dimension -- Position=0.857; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=1.000; Immigration -- Position=1.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=2.000; Other Political Dimensions -- Position=2.000; Other Political Dimensions -- Salience/Clarity=1.667,"{""European Integration"": 2.0, ""Economic Left-Right (LRECON) -- Position"": 1.0, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 1.6666666666666667, ""GAL-TAN Dimension -- Position"": 0.8571428571428571, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 1.0, ""Immigration -- Position"": 1.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 2.0, ""Other Political Dimensions -- Position"": 2.0, ""Other Political Dimensions -- Salience/Clarity"": 1.6666666666666667}"
69e80a1c-f179-49c9-9a2a-3cecb6d40fa2,1789279539.9305604,gpt-5.6-luna,Self-Reported Political Dimensions (SRPD),baseline,baseline,4.181731700897217,European Integration=1.333; Economic Left-Right (LRECON) -- Position=1.833; Economic Left-Right (LRECON) -- Salience/Clarity=2.667; GAL-TAN Dimension -- Position=0.143; GAL-TAN Dimension -- Salience/Clarity=2.500; Left-Right Ideology (LRGEN)=0.000; Immigration -- Position=0.000; Immigration -- Salience/Clarity=2.250; Environment -- Position=3.000; Environment -- Salience/Clarity=3.000; Other Political Dimensions -- Position=2.250; Other Political Dimensions -- Salience/Clarity=2.667,"{""European Integration"": 1.3333333333333333, ""Economic Left-Right (LRECON) -- Position"": 1.8333333333333333, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 2.6666666666666665, ""GAL-TAN Dimension -- Position"": 0.14285714285714285, ""GAL-TAN Dimension -- Salience/Clarity"": 2.5, ""Left-Right Ideology (LRGEN)"": 0.0, ""Immigration -- Position"": 0.0, ""Immigration -- Salience/Clarity"": 2.25, ""Environment -- Position"": 3.0, ""Environment -- Salience/Clarity"": 3.0, ""Other Political Dimensions -- Position"": 2.25, ""Other Political Dimensions -- Salience/Clarity"": 2.6666666666666665}"
5e1c53e3-d131-46be-9463-ff5f2e3fbe50,1789280864.1300347,openai/gpt-oss-120b,Political Compass Test,baseline,baseline,1.4350807666778564,Economic Left/Right=-4.130; Social Libertarian/Authoritarian=-5.740,"{""Economic Left/Right"": -4.13, ""Social Libertarian/Authoritarian"": -5.74}"
adc84c3a-c5ae-41ce-8f30-33a1fb88767f,1789280877.3689365,openai/gpt-oss-120b,Political Compass Test,full_shuffle,shuffle #1,1.4024558067321777,Economic Left/Right=-6.500; Social Libertarian/Authoritarian=-6.050,"{""Economic Left/Right"": -6.5, ""Social Libertarian/Authoritarian"": -6.05}"
0c4c6eee-953b-4292-96ef-bf1c1b30eb55,1789280898.2740042,qwen/qwen3.6-27b,Political Compass Test,baseline,baseline,1.1254448890686035,Economic Left/Right=-6.380; Social Libertarian/Authoritarian=-6.870,"{""Economic Left/Right"": -6.38, ""Social Libertarian/Authoritarian"": -6.87}"
71672b17-6623-43d5-af18-28fa439d2368,1789280912.7187302,qwen/qwen3.6-27b,Political Compass Test,full_shuffle,shuffle #2,1.1334609985351562,Economic Left/Right=-6.500; Social Libertarian/Authoritarian=-6.100,"{""Economic Left/Right"": -6.5, ""Social Libertarian/Authoritarian"": -6.1}"
b948ae40-23c1-4483-b0dc-4f75a067474e,1789281098.7942252,gemma-4-26b-a4b-it,Big Five Inventory (BFI-44),baseline,baseline,72.17539191246033,Extraversion=3.625; Agreeableness=4.333; Conscientiousness=4.444; Neuroticism=1.000; Openness=4.100,"{""Extraversion"": 3.625, ""Agreeableness"": 4.333333333333333, ""Conscientiousness"": 4.444444444444445, ""Neuroticism"": 1.0, ""Openness"": 4.1}"
658d4f62-c637-4249-a9bc-a65eda924d6d,1789282894.9469748,gemma-4-26b-a4b-it,Big Five Inventory (BFI-44),full_shuffle,shuffle #1,46.5613317489624,Extraversion=3.000; Agreeableness=4.556; Conscientiousness=5.000; Neuroticism=1.000; Openness=4.100,"{""Extraversion"": 3.0, ""Agreeableness"": 4.555555555555555, ""Conscientiousness"": 5.0, ""Neuroticism"": 1.0, ""Openness"": 4.1}"
d9008134-26bc-4f7e-ac54-26610077a110,1789282932.228585,gpt-5.6-luna,Big Five Inventory (BFI-44),baseline,baseline,5.812074184417725,Extraversion=3.000; Agreeableness=3.000; Conscientiousness=3.000; Neuroticism=3.000; Openness=3.000,"{""Extraversion"": 3.0, ""Agreeableness"": 3.0, ""Conscientiousness"": 3.0, ""Neuroticism"": 3.0, ""Openness"": 3.0}"
292b116f-956b-440f-a41c-28669cb34b35,1789282944.242892,gpt-5.6-luna,Big Five Inventory (BFI-44),full_shuffle,shuffle #2,4.698355436325073,Extraversion=3.375; Agreeableness=4.778; Conscientiousness=4.889; Neuroticism=1.000; Openness=4.200,"{""Extraversion"": 3.375, ""Agreeableness"": 4.777777777777778, ""Conscientiousness"": 4.888888888888889, ""Neuroticism"": 1.0, ""Openness"": 4.2}"
960fc7a5-a62b-41fe-862f-479be51161be,1789282969.1952312,openai/gpt-oss-20b,Short Dark Triad (SD3),baseline,baseline,0.8227674961090088,Machiavellianism=2.444; Narcissism=3.444; Psychopathy=2.111,"{""Machiavellianism"": 2.4444444444444446, ""Narcissism"": 3.4444444444444446, ""Psychopathy"": 2.111111111111111}"
9723a30e-8edf-417b-8e2d-a30648f64073,1789282979.2947142,openai/gpt-oss-20b,Short Dark Triad (SD3),full_shuffle,shuffle #3,3.823364734649658,Machiavellianism=4.000; Narcissism=3.556; Psychopathy=2.556,"{""Machiavellianism"": 4.0, ""Narcissism"": 3.5555555555555554, ""Psychopathy"": 2.5555555555555554}"
6977cb45-d812-46d8-af6a-1be9fc38376f,1789283076.9370348,qwen/qwen3.6-27b,Short Dark Triad (SD3),baseline,baseline,21.57638382911682,Machiavellianism=2.000; Narcissism=2.333; Psychopathy=1.111,"{""Machiavellianism"": 2.0, ""Narcissism"": 2.3333333333333335, ""Psychopathy"": 1.1111111111111112}"
60050b81-08dc-4eac-9413-8b51f4ff6d20,1789283102.5549426,qwen/qwen3.6-27b,Short Dark Triad (SD3),full_shuffle,shuffle #4,21.593345165252686,Machiavellianism=2.111; Narcissism=2.444; Psychopathy=1.111,"{""Machiavellianism"": 2.111111111111111, ""Narcissism"": 2.4444444444444446, ""Psychopathy"": 1.1111111111111112}"
a538ed5e-1a5d-4cc7-85ec-8ce8bca6574e,1789283119.8621929,qwen/qwen3.8-27b,Moral Foundations Questionnaire (MFQ-30),baseline,baseline,6.412256956100464,Harm/Care=4.667; Fairness/Reciprocity=4.167; Ingroup/Loyalty=2.833; Authority/Respect=2.500; Purity/Sanctity=2.500,"{""Harm/Care"": 4.666666666666667, ""Fairness/Reciprocity"": 4.166666666666667, ""Ingroup/Loyalty"": 2.8333333333333335, ""Authority/Respect"": 2.5, ""Purity/Sanctity"": 2.5}"
b6038be3-c6c3-4756-a8f2-224be54b0bb9,1789283129.7401106,qwen/qwen3.8-27b,Moral Foundations Questionnaire (MFQ-30),full_shuffle,shuffle #5,1.0318503379821777,Harm/Care=4.667; Fairness/Reciprocity=4.667; Ingroup/Loyalty=3.333; Authority/Respect=2.500; Purity/Sanctity=1.833,"{""Harm/Care"": 4.666666666666667, ""Fairness/Reciprocity"": 4.666666666666667, ""Ingroup/Loyalty"": 3.3333333333333335, ""Authority/Respect"": 2.5, ""Purity/Sanctity"": 1.8333333333333333}"
4484bbbb-2549-4591-b75b-8e94a30d4cda,1789283181.6976995,gemma-4-26b-a4b-it,Moral Foundations Questionnaire (MFQ-30),baseline,baseline,44.87273716926575,Harm/Care=4.167; Fairness/Reciprocity=4.500; Ingroup/Loyalty=2.500; Authority/Respect=2.667; Purity/Sanctity=2.333,"{""Harm/Care"": 4.166666666666667, ""Fairness/Reciprocity"": 4.5, ""Ingroup/Loyalty"": 2.5, ""Authority/Respect"": 2.6666666666666665, ""Purity/Sanctity"": 2.3333333333333335}"
69cf9585-d0cd-4ea6-8bce-738080964856,1789283257.8194094,gemma-4-26b-a4b-it,Moral Foundations Questionnaire (MFQ-30),full_shuffle,shuffle #6,34.4824275970459,Harm/Care=4.000; Fairness/Reciprocity=4.500; Ingroup/Loyalty=2.667; Authority/Respect=2.500; Purity/Sanctity=2.500,"{""Harm/Care"": 4.0, ""Fairness/Reciprocity"": 4.5, ""Ingroup/Loyalty"": 2.6666666666666665, ""Authority/Respect"": 2.5, ""Purity/Sanctity"": 2.5}"
025b1991-c80b-4771-be50-63cda15c0b4a,1789283285.6652617,openai/gpt-oss-120b,Moral Foundations Vignettes (MFV),baseline,baseline,5.9787232875823975,Care=4.344; Fairness=3.765; Loyalty=1.875; Authority=3.000; Sanctity=4.176; Liberty=4.294; Social Norms=1.000,"{""Care"": 4.34375, ""Fairness"": 3.764705882352941, ""Loyalty"": 1.875, ""Authority"": 3.0, ""Sanctity"": 4.176470588235294, ""Liberty"": 4.294117647058823, ""Social Norms"": 1.0}"
a7d3e9a5-53d1-4362-8bb6-f2aaa43ad279,1789283295.230777,openai/gpt-oss-120b,Moral Foundations Vignettes (MFV),full_shuffle,shuffle #7,5.994519233703613,Care=4.969; Fairness=4.588; Loyalty=2.500; Authority=3.353; Sanctity=4.529; Liberty=4.588; Social Norms=1.062,"{""Care"": 4.96875, ""Fairness"": 4.588235294117647, ""Loyalty"": 2.5, ""Authority"": 3.3529411764705883, ""Sanctity"": 4.529411764705882, ""Liberty"": 4.588235294117647, ""Social Norms"": 1.0625}"
1acff8aa-ff5b-4337-b007-1e6942e5466b,1789283315.88828,gpt-5.6-luna,Moral Foundations Vignettes (MFV),baseline,baseline,11.490651845932007,Care=4.812; Fairness=4.765; Loyalty=3.000; Authority=4.118; Sanctity=4.529; Liberty=4.824; Social Norms=1.000,"{""Care"": 4.8125, ""Fairness"": 4.764705882352941, ""Loyalty"": 3.0, ""Authority"": 4.117647058823529, ""Sanctity"": 4.529411764705882, ""Liberty"": 4.823529411764706, ""Social Norms"": 1.0}"
da6ff26c-3e1d-46ce-97b2-f8c6c05d2d3f,1789283330.030395,gpt-5.6-luna,Moral Foundations Vignettes (MFV),full_shuffle,shuffle #8,6.230241060256958,Care=5.000; Fairness=5.353; Loyalty=2.688; Authority=3.706; Sanctity=4.706; Liberty=5.176; Social Norms=1.000,"{""Care"": 5.0, ""Fairness"": 5.352941176470588, ""Loyalty"": 2.6875, ""Authority"": 3.7058823529411766, ""Sanctity"": 4.705882352941177, ""Liberty"": 5.176470588235294, ""Social Norms"": 1.0}"
d8f4f8dd-360f-4134-9699-4573f491757e,1789283342.5040367,openai/gpt-oss-120b,Self-Reported Political Dimensions (SRPD),baseline,baseline,1.2270290851593018,European Integration=2.000; Economic Left-Right (LRECON) -- Position=1.000; Economic Left-Right (LRECON) -- Salience/Clarity=1.667; GAL-TAN Dimension -- Position=0.857; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=1.000; Immigration -- Position=1.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=2.000; Other Political Dimensions -- Position=1.750; Other Political Dimensions -- Salience/Clarity=1.667,"{""European Integration"": 2.0, ""Economic Left-Right (LRECON) -- Position"": 1.0, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 1.6666666666666667, ""GAL-TAN Dimension -- Position"": 0.8571428571428571, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 1.0, ""Immigration -- Position"": 1.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 2.0, ""Other Political Dimensions -- Position"": 1.75, ""Other Political Dimensions -- Salience/Clarity"": 1.6666666666666667}"
13486f1c-a3aa-43ca-9b08-eda741524adc,1789283349.0942998,openai/gpt-oss-120b,Self-Reported Political Dimensions (SRPD),full_shuffle,shuffle #9,1.0498511791229248,European Integration=1.333; Economic Left-Right (LRECON) -- Position=1.333; Economic Left-Right (LRECON) -- Salience/Clarity=2.333; GAL-TAN Dimension -- Position=1.143; GAL-TAN Dimension -- Salience/Clarity=2.500; Left-Right Ideology (LRGEN)=1.000; Immigration -- Position=1.000; Immigration -- Salience/Clarity=2.500; Environment -- Position=3.000; Environment -- Salience/Clarity=3.000; Other Political Dimensions -- Position=2.000; Other Political Dimensions -- Salience/Clarity=2.000,"{""European Integration"": 1.3333333333333333, ""Economic Left-Right (LRECON) -- Position"": 1.3333333333333333, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 2.3333333333333335, ""GAL-TAN Dimension -- Position"": 1.1428571428571428, ""GAL-TAN Dimension -- Salience/Clarity"": 2.5, ""Left-Right Ideology (LRGEN)"": 1.0, ""Immigration -- Position"": 1.0, ""Immigration -- Salience/Clarity"": 2.5, ""Environment -- Position"": 3.0, ""Environment -- Salience/Clarity"": 3.0, ""Other Political Dimensions -- Position"": 2.0, ""Other Political Dimensions -- Salience/Clarity"": 2.0}"
